This is the complete list of games supported by MAME 0.74 (Sep 14 2003).
Variants of the same game are not included, you can use the -listclones command
to get a list of the alternate versions of a given game.

This list is generated automatically and is not 100% accurate (particularly in
the Screen Flip column). Please let us know of any errors so we can correct
them.

Here are the meanings of the columns:

Working
=======
  NO: Emulation is still in progress; the game does not work correctly. This
  means anything from major problems to a black screen.

Correct Colors
==============
    YES: Colors should be identical to the original.
  CLOSE: Colors are nearly correct.
     NO: Colors are completely wrong. 
  
  Note: In some cases, the color PROMs for some games are not yet available.
  This causes a NO GOOD DUMP KNOWN message on startup (and, of course, the game
  has wrong colors). The game will still say YES in this column, however,
  because the code to handle the color PROMs has been added to the driver. When
  the PROMs are available, the colors will be correct.

Sound
=====
  PARTIAL: Sound support is incomplete or not entirely accurate. 

  Note: Some original games contain analog sound circuitry, which is difficult
  to emulate. Therefore, these emulated sounds may be significantly different.

Screen Flip
===========
  Many games were offered in cocktail-table models, allowing two players to sit
  across from each other; the game's image flips 180 degrees for each player's
  turn. Some games also have a "Flip Screen" DIP switch setting to turn the
  picture (particularly useful with vertical games).
  In many cases, this feature has not yet been emulated.

Internal Name
=============
  This is the unique name that must be used when running the game from a
  command line.

  Note: Each game's ROM set must be placed in the ROM path, either in a .zip
  file or in a subdirectory with the game's Internal Name. The former is
  suggested, because the files will be identified by their CRC instead of
  requiring specific names.

+----------------------------------+-------+-------+-------+-------+----------+
|                                  |       |Correct|       |Screen | Internal |
| Pop 'n Bounce / Gapporin         |  Yes  |  Yes  |  Yes  |  Yes  | popbounc |
| Pop Flamer                       |  Yes  |  Yes  |  Yes  |   No  | popflame |
| Popeye                           |  Yes  |  Yes  |  Yes  |  Yes  | popeye   |
| Popper                           |  Yes  | Close |  Yes  |  Yes  | popper   |
| Poto Poto                        |  Yes  |  Yes  |  Yes  |  Yes  | potopoto |
| Pound for Pound                  |  Yes  |  Yes  |  Yes  |   No  | poundfor |
| Power Drive                      |  Yes  |  Yes  |  Yes  |  Yes  | powerdrv |
| Power Instinct                   |  Yes  |  Yes  |  Yes  |  Yes  | powerins |
| Power Instinct 2                 |  Yes  |  Yes  |  Yes  |  Yes  | pwrinst2 |
| Power Play                       |  Yes  |  Yes  |  Yes  |  Yes  | powrplay |
| Power Spikes                     |  Yes  |  Yes  |  Yes  |   No  | pspikes  |
| Power Spikes II                  |  Yes  |  Yes  |  Yes  |  Yes  | pspikes2 |
| Power Surge                      |  Yes  |  Yes  |  Yes  |  Yes  | psurge   |
| Prebillian                       |  Yes  |  Yes  |Partial|  Yes  | pbillian |
| Prehistoric Isle 2               |  Yes  |  Yes  |  Yes  |  Yes  | preisle2 |
| Prehistoric Isle in 1930         |  Yes  |  Yes  |  Yes  |   No  | prehisle |
| Premier Soccer                   |  Yes  |  Yes  |  Yes  |  Yes  | prmrsocr |
| Pretty Soldier Sailor Moon       |  Yes  |  Yes  |  Yes  |  Yes  | sailormn |
| Primal Rage                      |   No  |  Yes  |   No  |  Yes  | primrage |
| Pro Mahjong Kiwame               |  Yes  |  Yes  |  Yes  |  Yes  | kiwame   |
| Progress                         |  Yes  |  Yes  |  Yes  |  Yes  | progress |
| Prop Cycle                       |  Yes  |  Yes  |   No  |  Yes  | propcycl |
| Psychic 5                        |  Yes  |  Yes  |  Yes  |   No  | psychic5 |
| Psycho Soldier                   |  Yes  |  Yes  |  Yes  |   No  | psychos  |
| Psycho-Nics Oscar                |  Yes  |  Yes  |  Yes  |  Yes  | oscar    |
| PuLiRuLa                         |  Yes  |  Yes  |  Yes  |  Yes  | pulirula |
| Puchi Carat                      |  Yes  |  Yes  |  Yes  |  Yes  | puchicar |
| PuckMan                          |  Yes  |  Yes  |  Yes  |  Yes  | puckman  |
| Puckman Pockimon                 |  Yes  |  Yes  |  Yes  |  Yes  | puckpkmn |
| Pulsar                           |  Yes  |  Yes  | Yes(2)|  Yes  | pulsar   |
| Pulstar                          |  Yes  |  Yes  |  Yes  |  Yes  | pulstar  |
| Punch-Out!!                      |  Yes  |  Yes  |  Yes  |  Yes  | punchout |
| Punisher, The                    |  Yes  |  Yes  |  Yes  |  Yes  | punisher |
| Punk Shot                        |  Yes  |  Yes  |  Yes  |  Yes  | punkshot |
| Pururun                          |  Yes  |  Yes  |   No  |  Yes  | pururun  |
| Pushman                          |  Yes  |  Yes  |  Yes  |  Yes  | pushman  |
| Puyo Puyo                        |  Yes  |  Yes  |  Yes  |  Yes  | puyopuyo |
| Puyo Puyo 2                      |  Yes  |  Yes  |  Yes  |  Yes  | puyopuy2 |
| Puzz Loop                        |  Yes  |  Yes  |  Yes  |  Yes  | puzzloop |
| Puzzle Bobble                    |  Yes  |  Yes  |  Yes  |  Yes  | pbobble  |
| Puzzle Bobble / Bust-A-Move      |  Yes  |  Yes  |  Yes  |  Yes  | pbobblen |
| Puzzle Bobble 2                  |  Yes  |  Yes  |  Yes  |  Yes  | pbobble2 |
| Puzzle Bobble 2 / Bust-A-Move Aga|  Yes  |  Yes  |  Yes  |  Yes  | pbobbl2n |
| Puzzle Bobble 3                  |  Yes  |  Yes  |  Yes  |  Yes  | pbobble3 |
| Puzzle Bobble 4                  |  Yes  |  Yes  |  Yes  |  Yes  | pbobble4 |
| Puzzle Club                      |  Yes  |  Yes  |  Yes  |  Yes  | puzlclub |
| Puzzle De Bowling                |  Yes  |  Yes  |  Yes  |   No  | pzlbowl  |
| Puzzle De Pon!                   |  Yes  |  Yes  |  Yes  |  Yes  | puzzledp |
| Puzzled / Joy Joy Kid            |  Yes  |  Yes  |  Yes  |  Yes  | joyjoy   |
| Puzzli                           |  Yes  |  Yes  |   No  |  Yes  | puzzli   |
| Puzznic                          |  Yes  |  Yes  |  Yes  |  Yes  | puzznic  |
| Q*bert                           |  Yes  |  Yes  | Yes(2)|  Yes  | qbert    |
| Q*bert's Qubes                   |  Yes  |  Yes  | Yes(2)|  Yes  | qbertqub |
| Qix                              |  Yes  |  Yes  |  Yes  |  Yes  | qix      |
| Quantum                          |  Yes  |  Yes  |  Yes  |  Yes  | quantum  |
| Quarterback                      |  Yes  |  Yes  |  Yes  |  Yes  | quarterb |
| Quartet                          |  Yes  |  Yes  |  Yes  |  Yes  | quartet  |
| Quester                          |  Yes  |  Yes  |  Yes  |  Yes  | quester  |
| Quiz & Dragons                   |  Yes  |  Yes  |  Yes  |  Yes  | qad      |
| Quiz & Variety Sukusuku Inufuku  |  Yes  |  Yes  |  Yes  |   No  | inufuku  |
| Quiz Bisyoujo Senshi Sailor Moon |  Yes  |  Yes  |  Yes  |  Yes  | quizmoon |
| Quiz Channel Question            |  Yes  |  Yes  |Partial|   No  | quizchq  |
| Quiz Chikyu Bouei Gun            |  Yes  |  Yes  |  Yes  |  Yes  | qzchikyu |
| Quiz Crayon Shinchan             |  Yes  |  Yes  |  Yes  |  Yes  | qcrayon  |
| Quiz DNA no Hanran               |  Yes  |  Yes  |  Yes  |  Yes  | quizdna  |
| Quiz Daisousa Sen - The Last Coun|  Yes  |  Yes  |  Yes  |  Yes  | quizdais |
| Quiz F-1 1,2finish               |   No  |  Yes  |  Yes  |   No  | quizf1   |
| Quiz Gakuen Paradise             |  Yes  |  Yes  |  Yes  |  Yes  | gakupara |
| Quiz Gakumon no Susume           |  Yes  |  Yes  |  Yes  |  Yes  | qgakumon |
| Quiz Gekiretsu Scramble          |  Yes  |  Yes  |  Yes  |  Yes  | gekiretu |
| Quiz Ghost Hunter                |  Yes  |  Yes  |  Yes  |  Yes  | qgh      |
| Quiz H.Q.                        |  Yes  |  Yes  |  Yes  |  Yes  | quizhq   |
| Quiz Jinsei Gekijoh              |  Yes  |  Yes  |  Yes  |  Yes  | qjinsei  |
| Quiz King of Fighters            |  Yes  |  Yes  |  Yes  |  Yes  | quizkof  |
| Quiz Kokology                    |  Yes  |  Yes  |  Yes  |  Yes  | qzkklogy |
| Quiz Kokology 2                  |  Yes  |  Yes  |  Yes  |  Yes  | qzkklgy2 |
| Quiz Meitantei Neo & Geo - Quiz D|  Yes  |  Yes  |  Yes  |  Yes  | quizdai2 |
| Quiz Mekurumeku Story            |  Yes  |  Yes  |  Yes  |  Yes  | quizmeku |
| Quiz Nanairo Dreams: Nijiirochou |  Yes  |  Yes  |  Yes  |  Yes  | qndream  |
| Quiz Quest - Hime to Yuusha no Mo|  Yes  |  Yes  |  Yes  |  Yes  | qzquest  |
| Quiz Sangokushi                  |  Yes  |  Yes  |  Yes  |  Yes  | qsangoku |
| Quiz Sekai wa SHOW by shobai     |  Yes  |  Yes  |  Yes  |  Yes  | qzshowby |
| Quiz Theater - 3tsu no Monogatari|  Yes  |  Yes  |Partial|  Yes  | qtheater |
| Quiz Tonosama no Yabou           |  Yes  |  Yes  |  Yes  |  Yes  | qtono1   |
| Quiz Tonosama no Yabou 2 Zenkoku-|  Yes  |  Yes  |  Yes  |  Yes  | qtono2   |
| Quiz Torimonochou                |  Yes  |  Yes  |  Yes  |  Yes  | qtorimon |
| Quiz de Idol! Hot Debut          |  Yes  |  Yes  |  Yes  |  Yes  | hotdebut |
| Quiz-Mahjong Hayaku Yatteyo!     |  Yes  |  Yes  |  Yes  |  Yes  | qmhayaku |
| Qwak                             |  Yes  |  Yes  |  Yes  |   No  | qwakprot |
| R-Shark                          |  Yes  |  Yes  |  Yes  |  Yes  | rshark   |
| R-Type                           |  Yes  |  Yes  |  Yes  |   No  | rtype    |
| R-Type II                        |  Yes  |  Yes  |  Yes  |   No  | rtype2   |
| R-Type Leo                       |  Yes  |  Yes  |  Yes  |  Yes  | rtypeleo |
| R2D Tank                         |  Yes  |  Yes  |   No  |  Yes  | r2dtank  |
| Rabio Lepus                      |  Yes  |  Yes  |  Yes  |  Yes  | rabiolep |
| Race Drivin'                     |  Yes  |  Yes  |  Yes  |  Yes  | racedriv |
| Rad Mobile                       |  Yes  |  Yes  |  Yes  |  Yes  | radm     |
| Rad Rally                        |  Yes  |  Yes  |  Yes  |  Yes  | radr     |
| Radar Scope                      |  Yes  |  Yes  |Part(2)|  Yes  | radarscp |
| Radar Zone                       |  Yes  |  Yes  |Partial|   No  | radarzon |
| Radical Radial                   |  Yes  |  Yes  |  Yes  |   No  | radrad   |
| Rafflesia                        |  Yes  |  Yes  |  Yes  |  Yes  | raflesia |
| Ragnagard / Shin-Oh-Ken          |  Yes  |  Yes  |  Yes  |  Yes  | ragnagrd |
| Raiden                           |  Yes  |  Yes  |  Yes  |  Yes  | raiden   |
| Raiders5                         |  Yes  |  Yes  |  Yes  |  Yes  | raiders5 |
| Raiga - Strato Fighter           |  Yes  |  Yes  |  Yes  |  Yes  | stratof  |
| Raimais                          |  Yes  |  Yes  |  Yes  |  Yes  | raimais  |
| Rainbow Islands                  |  Yes  |  Yes  |  Yes  |  Yes  | rainbow  |
| Rally Bike / Dash Yarou          |  Yes  |  Yes  |  Yes  |  Yes  | rallybik |
| Rally X                          |  Yes  |  Yes  | Yes(2)|  Yes  | rallyx   |
| Rambo III                        |  Yes  |  Yes  |  Yes  |  Yes  | rambo3   |
| Rampage                          |  Yes  |  Yes  |  Yes  |  Yes  | rampage  |
| Rampage: World Tour              |  Yes  |  Yes  |  Yes  |  Yes  | rmpgwt   |
| Rampart                          |  Yes  |  Yes  |  Yes  |  Yes  | rampart  |
| Rapid Hero                       |  Yes  |  Yes  |   No  |  Yes  | raphero  |
| Rastan                           |  Yes  |  Yes  |  Yes  |  Yes  | rastan   |
| Razzmatazz                       |  Yes  |  Yes  |   No  |  Yes  | razmataz |
| Reactor                          |  Yes  |  Yes  | Yes(2)|  Yes  | reactor  |
| Real Bout Fatal Fury / Real Bout |  Yes  |  Yes  |  Yes  |  Yes  | rbff1    |
| Real Bout Fatal Fury 2 - The Newc|  Yes  |  Yes  |  Yes  |  Yes  | rbff2    |
| Real Bout Fatal Fury Special / Re|  Yes  |  Yes  |  Yes  |  Yes  | rbffspec |
| Real Ghostbusters, The           |  Yes  |  Yes  |  Yes  |  Yes  | ghostb   |
| Real Mahjong Haihai              |  Yes  |  Yes  |  Yes  |  Yes  | rmhaihai |
| Real Mahjong Haihai Jinji Idou He|  Yes  |  Yes  |  Yes  |  Yes  | rmhaijin |
| Real Mahjong Haihai Seichouhen   |  Yes  |  Yes  |  Yes  |  Yes  | rmhaisei |
| Recordbreaker                    |  Yes  |  Yes  |  Yes  |  Yes  | recordbr |
| Red Alert                        |  Yes  |   No  |Partial|  Yes  | redalert |
| Red Baron                        |  Yes  |  Yes  |  Yes  |  Yes  | redbaron |
| Red Clash                        |  Yes  |   No  |   No  |  Yes  | redclash |
| Red Robin                        |  Yes  |  Yes  |  Yes  |  Yes  | redrobin |
| Redline Racer                    |  Yes  |  Yes  |  Yes  |  Yes  | redlin2p |
| Regulus                          |  Yes  |  Yes  |  Yes  |  Yes  | regulus  |
| Reikai Doushi                    |  Yes  |  Yes  |  Yes  |  Yes  | reikaids |
| Relief Pitcher                   |  Yes  |  Yes  |  Yes  |  Yes  | relief   |
| Renegade                         |  Yes  |  Yes  |  Yes  |  Yes  | renegade |
| Rescue                           |  Yes  |  Yes  |  Yes  |  Yes  | rescue   |
| Rescue Raider                    |  Yes  |  Yes  |  Yes  |  Yes  | rescraid |
| Rettou Juudan Nekkyoku Janshi - H|  Yes  |  Yes  |  Yes  |  Yes  | nekkyoku |
| Return of Ishtar, The            |  Yes  |  Yes  |  Yes  |  Yes  | roishtar |
| Return of the Invaders           |  Yes  |  Yes  |  Yes  |  Yes  | retofinv |
| Return of the Jedi               |  Yes  |  Yes  |  Yes  |  Yes  | jedi     |
| Revolution X                     |  Yes  |  Yes  |  Yes  |  Yes  | revx     |
| Rezon                            |  Yes  |  Yes  |  Yes  |  Yes  | rezon    |
| Ribbit!                          |  Yes  |  Yes  |  Yes  |  Yes  | ribbit   |
| Riddle of Pythagoras             |  Yes  |  Yes  |  Yes  |  Yes  | ridleofp |
| Riding Fight                     |  Yes  |  Yes  |   No  |  Yes  | ridingf  |
| Riding Hero                      |  Yes  |  Yes  |  Yes  |  Yes  | ridhero  |
| Rim Rockin' Basketball           |  Yes  |  Yes  |  Yes  |  Yes  | rimrockn |
| Ring Rage                        |  Yes  |  Yes  |Partial|  Yes  | ringrage |
| Ring of Destruction: Slammasters |  Yes  |  Yes  |  Yes  |  Yes  | ringdest |
| Riot City                        |  Yes  |  Yes  |  Yes  |  Yes  | riotcity |
| Rip Cord                         |  Yes  |  Yes  |Partial|  Yes  | ripcord  |
| Rip Off                          |  Yes  |  Yes  | Yes(2)|  Yes  | ripoff   |
| River Patrol                     |  Yes  |  Yes  |  Yes  |  Yes  | rpatrolb |
| Road Blasters                    |  Yes  |  Yes  |  Yes  |  Yes  | roadblst |
| Road Fighter                     |  Yes  |  Yes  |  Yes  |  Yes  | roadf    |
| Road Riot's Revenge              |   No  |  Yes  |  Yes  |  Yes  | rrreveng |
| Road Runner                      |  Yes  |  Yes  |  Yes  |  Yes  | roadrunn |
| Robby Roto                       |  Yes  |  Yes  |  Yes  |  Yes  | robby    |
| Robo Army                        |  Yes  |  Yes  |  Yes  |  Yes  | roboarmy |
| Robocop                          |  Yes  |  Yes  |  Yes  |  Yes  | robocop  |
| Robocop 2                        |  Yes  |  Yes  |  Yes  |  Yes  | robocop2 |
| Robot Bowl                       |  Yes  |  Yes  |   No  |  Yes  | robotbwl |
| Robotron                         |  Yes  |  Yes  |  Yes  |  Yes  | robotron |
| Roc'n Rope                       |  Yes  |  Yes  |  Yes  |  Yes  | rocnrope |
| Rock 'n Rage                     |  Yes  |  Yes  |  Yes  |  Yes  | rockrage |
| Rock Climber                     |  Yes  |  Yes  |  Yes  |  Yes  | rockclim |
| Rod-Land                         |  Yes  |  Yes  |  Yes  |  Yes  | rodland  |
| Roller Jammer                    |  Yes  |  Yes  |  Yes  |  Yes  | rjammer  |
| Rollergames                      |  Yes  |  Yes  |  Yes  |  Yes  | rollerg  |
| Rolling Crash / Moon Base        |  Yes  |  Yes  |   No  |  Yes  | rollingc |
| Rolling Thunder                  |  Yes  |  Yes  |  Yes  |  Yes  | rthunder |
| Rolling Thunder 2                |  Yes  |  Yes  |  Yes  |  Yes  | rthun2   |
| Rompers                          |  Yes  |  Yes  |  Yes  |  Yes  | rompers  |
| Rong Rong                        |  Yes  |  Yes  |  Yes  |   No  | rongrong |
| Rotary Fighter                   |  Yes  |  Yes  |   No  |  Yes  | rotaryf  |
| Rough Ranger                     |  Yes  |  Yes  |Partial|  Yes  | rranger  |
| Round-Up                         |  Yes  |  Yes  |  Yes  |  Yes  | roundup  |
| Route 16                         |  Yes  |  Yes  |  Yes  |  Yes  | route16  |
| Royal Mahjong                    |  Yes  |  Yes  |  Yes  |  Yes  | royalmah |
| Run and Gun                      |  Yes  | Close |Partial|  Yes  | rungun   |
| Rygar                            |  Yes  |  Yes  |  Yes  |  Yes  | rygar    |
| Ryu Jin                          |  Yes  |  Yes  |  Yes  |  Yes  | ryujin   |
| Ryuusei Janshi Kirara Star       |  Yes  |  Yes  |   No  |  Yes  | kirarast |
| S.P.Y. - Special Project Y       |  Yes  |  Yes  |  Yes  |  Yes  | spy      |
| S.R.D. Mission                   |  Yes  |  Yes  |  Yes  |  Yes  | srdmissn |
| S.S. Mission                     |  Yes  |  Yes  |  Yes  |   No  | ssmissin |
| S.T.U.N. Runner                  |  Yes  |  Yes  |  Yes  |  Yes  | stunrun  |
| SAR - Search And Rescue          |  Yes  |  Yes  |  Yes  |  Yes  | searchar |
| SD Gundam Neo Battling           |  Yes  |  Yes  |  Yes  |  Yes  | neobattl |
| SD Gundam Psycho Salamander no Ky|  Yes  |  Yes  |   No  |   No  | sdgndmps |
| SDI - Strategic Defense Initiativ|  Yes  |  Yes  |  Yes  |  Yes  | sdi      |
| SF-X                             |  Yes  |  Yes  |  Yes  |  Yes  | sfx      |
| SOS                              |  Yes  |  Yes  |Partial|  Yes  | sos      |
| SWAT                             |  Yes  |  Yes  |  Yes  |  Yes  | swat     |
| Saboten Bombers                  |  Yes  |  Yes  |  Yes  |   No  | sabotenb |
| Sadari                           |  Yes  |  Yes  |  Yes  |  Yes  | sadari   |
| Safari                           |  Yes  |  Yes  |   No  |  Yes  | safari   |
| Safari Rally                     |  Yes  |   No  |   No  |  Yes  | safarir  |
| Saint Dragon                     |  Yes  |  Yes  |  Yes  |  Yes  | stdragon |
| Salamander                       |  Yes  |  Yes  |  Yes  |   No  | salamand |
| Salamander 2                     |   No  |  Yes  |  Yes  |  Yes  | salmndr2 |
| Samurai                          |  Yes  |  Yes  |   No  |  Yes  | samurai  |
| Samurai Aces                     |  Yes  |  Yes  |  Yes  |  Yes  | samuraia |
| Samurai Nihon-ichi               |  Yes  |  Yes  |  Yes  |  Yes  | tsamurai |
| Samurai Shodown / Samurai Spirits|  Yes  |  Yes  |  Yes  |  Yes  | samsho   |
| Samurai Shodown II / Shin Samurai|  Yes  |  Yes  |  Yes  |  Yes  | samsho2  |
| Samurai Shodown III / Samurai Spi|  Yes  |  Yes  |  Yes  |  Yes  | samsho3  |
| Samurai Shodown IV - Amakusa's Re|  Yes  |  Yes  |  Yes  |  Yes  | samsho4  |
| Sand Scorpion                    |  Yes  |  Yes  |  Yes  |  Yes  | sandscrp |
| Sankokushi                       |  Yes  |  Yes  |   No  |  Yes  | 3kokushi |
| Sarge                            |  Yes  |  Yes  |  Yes  |  Yes  | sarge    |
| Sasuke vs. Commander             |  Yes  |  Yes  |   No  |  Yes  | sasuke   |
| Satan of Saturn                  |  Yes  |  Yes  |Part(2)|  Yes  | satansat |
| Satan's Hollow                   |  Yes  |  Yes  |  Yes  |  Yes  | shollow  |
| Saturday Night Slam Masters      |  Yes  |  Yes  |  Yes  |  Yes  | slammast |
| Saturn                           |  Yes  |  Yes  |  Yes  |  Yes  | saturn   |
| Sauro                            |  Yes  |  Yes  |Partial|  Yes  | sauro    |
| Savage Reign / Fu'un Mokushiroku |  Yes  |  Yes  |  Yes  |  Yes  | savagere |
| Scandal Mahjong                  |  Yes  |  Yes  |  Yes  |  Yes  | scandal  |
| Scion                            |  Yes  | Close |Partial|  Yes  | scion    |
| Scorpion                         |  Yes  |  Yes  |  Yes  |  Yes  | scorpnmc |
| Scramble                         |  Yes  |  Yes  |  Yes  |  Yes  | scramble |
| Scrambled Egg                    |  Yes  |  Yes  |  Yes  |  Yes  | scregg   |
| Screw Loose                      |  Yes  |  Yes  |  Yes  |  Yes  | screwloo |
| Scud Hammer                      |  Yes  |  Yes  |  Yes  |  Yes  | scudhamm |
| Sea Fighter Poseidon             |  Yes  |  Yes  |  Yes  |  Yes  | sfposeid |
| Sea Wolf                         |  Yes  |  Yes  |Part(2)|  Yes  | seawolf  |
| Sea Wolf II                      |  Yes  |  Yes  |   No  |  Yes  | seawolf2 |
| Second Love                      |  Yes  |  Yes  |  Yes  |  Yes  | secolove |
| Section Z                        |  Yes  |  Yes  |  Yes  |  Yes  | sectionz |
| Sega Ninja                       |  Yes  |  Yes  |  Yes  |  Yes  | seganinj |
| Seicross                         |  Yes  |  Yes  |  Yes  |   No  | seicross |
| Seiha                            |  Yes  |  Yes  |  Yes  |  Yes  | seiha    |
| Sel Feena                        |  Yes  |  Yes  |  Yes  |  Yes  | selfeena |
| Sen Jin - Guardian Storm         |   No  |  Yes  |  Yes  |  Yes  | grdnstrm |
| Sen-Know                         |  Yes  |  Yes  |  Yes  |  Yes  | senknow  |
| Sengeki Striker                  |  Yes  |  Yes  |  Yes  |  Yes  | sengekis |
| Sengoku / Sengoku Denshou        |  Yes  |  Yes  |  Yes  |  Yes  | sengoku  |
| Sengoku 2 / Sengoku Denshou 2    |  Yes  |  Yes  |  Yes  |  Yes  | sengoku2 |
| Sengoku Mahjong                  |  Yes  | Close |  Yes  |  Yes  | sengokmj |
| Senjyo                           |  Yes  |  Yes  |  Yes  |  Yes  | senjyo   |
| Sente Diagnostic Cartridge       |  Yes  |  Yes  |  Yes  |  Yes  | sentetst |
| Sexy Parodius                    |  Yes  |  Yes  |  Yes  |  Yes  | sexyparo |
| Shackled                         |  Yes  |  Yes  |  Yes  |  Yes  | shackled |
| Shadow Dancer                    |  Yes  |  Yes  |  Yes  |  Yes  | shdancer |
| Shadow Force                     |  Yes  |  Yes  |  Yes  |   No  | shadfrce |
| Shadow Land                      |  Yes  |  Yes  |  Yes  |  Yes  | shadowld |
| Shadow Warriors                  |  Yes  |  Yes  |  Yes  |  Yes  | shadoww  |
| Shanghai                         |  Yes  |  Yes  |  Yes  |  Yes  | shanghai |
| Shanghai II                      |  Yes  |  Yes  |  Yes  |  Yes  | shangha2 |
| Shanghai III                     |  Yes  |  Yes  |  Yes  |  Yes  | shangha3 |
| Shanghai Kid                     |  Yes  |  Yes  |  Yes  |   No  | shangkid |
| Shark Attack                     |  Yes  |  Yes  | Yes(2)|  Yes  | sharkatt |
| Sharpshooter                     |  Yes  |  Yes  |  Yes  |  Yes  | sshooter |
| Sheriff                          |  Yes  |   No  |Partial|  Yes  | sheriff  |
| Shinobi                          |  Yes  |  Yes  |  Yes  |  Yes  | shinobi  |
